tau,equiv_pldn,conc_dfnb,temperature,sty,e_factor
2.0,4.2,0.3,52.5,1467.5746775747848,17.789638541482343
2.0,4.2,0.3,75.0,1073.2231933986752,24.656744817146944
2.0,4.2,0.3,97.5,593.2918037008778,45.330514829468505
2.0,4.2,0.3,120.0,213.66328019778706,127.47578281524912
2.0,4.2,0.4,30.0,2201.6345344226997,12.127231051614455
2.0,4.2,0.4,52.5,1823.6716585260947,14.827157310920821
2.0,4.2,0.4,75.0,1215.222115600654,22.701280170240814
2.0,4.2,0.4,97.5,567.3003336455987,49.657721864920376
2.0,4.2,0.4,120.0,151.4632968560808,188.47140894207052
2.0,4.2,0.5,30.0,2683.389266671818,10.255287177969723
2.0,4.2,0.5,52.5,2127.2318290818007,13.171762858879186
2.0,4.2,0.5,75.0,1296.69022667949,22.18471158854716
2.0,4.2,0.5,97.5,513.7663757024757,57.365471133017955
2.0,4.2,0.5,120.0,101.74829424468379,293.3203936296311
2.0,5.0,0.1,30.0,572.3187891143712,42.95173262501363
2.0,5.0,0.1,52.5,555.2627719706398,44.29228719835133
2.0,5.0,0.1,75.0,483.049070437307,51.048126291824204
2.0,5.0,0.1,97.5,366.14654352368774,67.63352654248352
2.0,5.0,0.1,120.0,223.71578721607983,111.26601200720117
2.0,5.0,0.2,30.0,1142.9056341817923,22.301604516743065
2.0,5.0,0.2,52.5,1013.5534358296933,25.26243895454528
2.0,5.0,0.2,75.0,774.1542740329301,33.352594613502966
2.0,5.0,0.2,97.5,458.83529985915595,56.89139357878998
2.0,5.0,0.2,120.0,182.8148945121893,144.1502427458384
2.0,5.0,0.3,30.0,1662.0674743096176,15.910676374389608
2.0,5.0,0.3,52.5,1389.690100928165,19.205530886849626
2.0,5.0,0.3,75.0,938.4223174782971,28.873540869748346
2.0,5.0,0.3,97.5,441.50779942584023,62.384452319457736
2.0,5.0,0.3,120.0,116.40573572308408,239.1368453037302
2.0,5.0,0.4,30.0,2146.7480717471567,12.778333317425092
2.0,5.0,0.4,52.5,1696.4652701884547,16.408855360185573
2.0,5.0,0.4,75.0,1017.899091681525,27.947330784263265
2.0,5.0,0.4,97.5,383.11650973741484,75.74696621553439
2.0,5.0,0.4,120.0,66.91359419045405,437.963912495394
2.0,5.0,0.5,30.0,2599.8798468667087,10.941862221439445
2.0,5.0,0.5,52.5,1944.3847267516642,14.933956667430152
2.0,5.0,0.5,75.0,1040.3899608449656,28.692132188623745
2.0,5.0,0.5,97.5,314.4696802627884,97.00764469476556
2.0,5.0,0.5,120.0,36.30414180512048,847.2174912257042
