base,ligand,solvent,concentration,temperature,yield,cost
CsOPiv,BrettPhos,DMAc,0.153,120,0.0,0.227482935
CsOPiv,PPhtBu2,DMAc,0.153,120,0.0,0.124924132
CsOPiv,tBPh-CPhos,DMAc,0.153,120,9.96,0.35066413
CsOPiv,PCy3 HBF4,DMAc,0.153,120,13.88,0.113922918
CsOPiv,PPh3,DMAc,0.153,120,58.4,0.108183344
CsOPiv,X-Phos,DMAc,0.153,120,48.34,0.116351699
KOAc,BrettPhos,BuCN,0.153,120,25.77,0.153283799
KOAc,PPhtBu2,BuCN,0.153,120,0.0,0.05052713
KOAc,tBPh-CPhos,BuCN,0.153,120,7.65,0.276297153
KOAc,PCy3 HBF4,BuCN,0.153,120,0.74,0.039491584
KOAc,PPh3,BuCN,0.153,120,12.34,0.033712735
KOAc,X-Phos,BuCN,0.153,120,78.6,0.042418848
KOPiv,BrettPhos,BuCN,0.153,120,58.48,0.152440653
KOPiv,PPhtBu2,BuCN,0.153,120,0.0,0.04943283
KOPiv,tBPh-CPhos,BuCN,0.153,120,9.61,0.275217902
KOPiv,PCy3 HBF4,BuCN,0.153,120,2.77,0.038412871
KOPiv,PPh3,BuCN,0.153,120,15.64,0.032643774
KOPiv,X-Phos,BuCN,0.153,120,71.43,0.041269496
CsOAc,BrettPhos,BuCN,0.153,120,69.03,0.199116404
CsOAc,PPhtBu2,BuCN,0.153,120,0.0,0.096027576
CsOAc,tBPh-CPhos,BuCN,0.153,120,8.82,0.321806582
CsOAc,PCy3 HBF4,BuCN,0.153,120,1.89,0.085000861
CsOAc,PPh3,BuCN,0.153,120,19.64,0.079269232
CsOAc,X-Phos,BuCN,0.153,120,77.01,0.087907086
CsOPiv,BrettPhos,BuCN,0.153,120,53.81,0.239872808
CsOPiv,PPhtBu2,BuCN,0.153,120,0.0,0.136900842
CsOPiv,tBPh-CPhos,BuCN,0.153,120,7.54,0.36267002
CsOPiv,PCy3 HBF4,BuCN,0.153,120,3.33,0.125885183
CsOPiv,PPh3,BuCN,0.153,120,6.1,0.120038536
CsOPiv,X-Phos,BuCN,0.153,120,78.44,0.1287913319999999
KOAc,BrettPhos,BuOAc,0.153,120,18.26,0.149057469
KOAc,PPhtBu2,BuOAc,0.153,120,0.0,0.046395962
KOAc,tBPh-CPhos,BuOAc,0.153,120,0.0,0.272107247
KOAc,PCy3 HBF4,BuOAc,0.153,120,0.0,0.035354735
KOAc,PPh3,BuOAc,0.153,120,4.86,0.029514154
KOAc,X-Phos,BuOAc,0.153,120,76.24,0.038112992
KOPiv,BrettPhos,BuOAc,0.153,120,36.18,0.148063961
KOPiv,PPhtBu2,BuOAc,0.153,120,0.0,0.045301662
KOPiv,tBPh-CPhos,BuOAc,0.153,120,14.01,0.271091747
KOPiv,PCy3 HBF4,BuOAc,0.153,120,0.0,0.034260435
KOPiv,PPh3,BuOAc,0.153,120,4.33,0.028416873
KOPiv,X-Phos,BuOAc,0.153,120,48.91,0.036864972
CsOAc,BrettPhos,BuOAc,0.153,120,20.6,0.194571076
CsOAc,PPhtBu2,BuOAc,0.153,120,0.0,0.091896408
CsOAc,tBPh-CPhos,BuOAc,0.153,120,0.0,0.317607693
CsOAc,PCy3 HBF4,BuOAc,0.153,120,0.0,0.080855181
CsOAc,PPh3,BuOAc,0.153,120,14.26,0.075067471
CsOAc,X-Phos,BuOAc,0.153,120,6.23,0.083219662
CsOPiv,BrettPhos,BuOAc,0.153,120,25.67,0.235472859
CsOPiv,PPhtBu2,BuOAc,0.153,120,0.0,0.132769674
CsOPiv,tBPh-CPhos,BuOAc,0.153,120,0.0,0.358480959
CsOPiv,PCy3 HBF4,BuOAc,0.153,120,0.0,0.121728447
CsOPiv,PPh3,BuOAc,0.153,120,2.81,0.115876336
CsOPiv,X-Phos,BuOAc,0.153,120,59.05,0.124390018
KOAc,BrettPhos,p-Xylene,0.153,120,18.89,0.142751244
KOAc,PPhtBu2,p-Xylene,0.153,120,0.0,0.040123498
KOAc,tBPh-CPhos,p-Xylene,0.153,120,8.61,0.265866207
KOAc,PCy3 HBF4,p-Xylene,0.153,120,0.0,0.029082271
KOAc,PPh3,p-Xylene,0.153,120,5.22,0.023233406
KOAc,X-Phos,p-Xylene,0.153,120,61.67,0.031636791
KOPiv,BrettPhos,p-Xylene,0.153,120,49.57,0.141768918
KOPiv,PPhtBu2,p-Xylene,0.153,120,0.0,0.039029198
KOPiv,tBPh-CPhos,p-Xylene,0.153,120,29.39,0.264847749
KOPiv,PCy3 HBF4,p-Xylene,0.153,120,0.0,0.027987971
KOPiv,PPh3,p-Xylene,0.153,120,7.54,0.022147574
KOPiv,X-Phos,p-Xylene,0.153,120,62.15,0.030544243
CsOAc,BrettPhos,p-Xylene,0.153,120,43.9,0.18834297
CsOAc,PPhtBu2,p-Xylene,0.153,120,0.0,0.085623944
CsOAc,tBPh-CPhos,p-Xylene,0.153,120,22.08,0.311415815
CsOAc,PCy3 HBF4,p-Xylene,0.153,120,1.12,0.074586805
CsOAc,PPh3,p-Xylene,0.153,120,11.83,0.068757977
CsOAc,X-Phos,p-Xylene,0.153,120,70.8,0.077170559
CsOPiv,BrettPhos,p-Xylene,0.153,120,26.29,0.229151964
CsOPiv,PPhtBu2,p-Xylene,0.153,120,0.0,0.12649721
CsOPiv,tBPh-CPhos,p-Xylene,0.153,120,29.96,0.352317841
CsOPiv,PCy3 HBF4,p-Xylene,0.153,120,0.83,0.115459012
CsOPiv,PPh3,p-Xylene,0.153,120,4.26,0.109603615
CsOPiv,X-Phos,p-Xylene,0.153,120,68.31,0.118034737
KOAc,P(fur)3,DMAc,0.1,90,9.59,0.038619719
KOAc,PPh2Me,DMAc,0.1,90,1.06,0.027353522
KOAc,GorlosPhos HBF4,DMAc,0.1,90,4.85,0.038419467
KOAc,JackiePhos,DMAc,0.1,90,45.87,0.356143668
KOAc,CgMe-PPh,DMAc,0.1,90,13.19,0.057801699
KOAc,PPhMe2,DMAc,0.1,90,0.0,0.028606294
KOPiv,P(fur)3,DMAc,0.1,90,26.29,0.037573562
KOPiv,PPh2Me,DMAc,0.1,90,0.0,0.026256166
KOPiv,GorlosPhos HBF4,DMAc,0.1,90,10.34,0.037340994
KOPiv,JackiePhos,DMAc,0.1,90,3.51,0.354927254
KOPiv,CgMe-PPh,DMAc,0.1,90,55.7,0.056829946
KOPiv,PPhMe2,DMAc,0.1,90,0.0,0.027511995
CsOAc,P(fur)3,DMAc,0.1,90,17.98,0.0841443519999999
CsOAc,PPh2Me,DMAc,0.1,90,0.0,0.072850912
CsOAc,GorlosPhos HBF4,DMAc,0.1,90,6.93,0.083925909
CsOAc,JackiePhos,DMAc,0.1,90,16.92,0.401560658
CsOAc,CgMe-PPh,DMAc,0.1,90,39.55,0.103378136
CsOAc,PPhMe2,DMAc,0.1,90,0.0,0.0741067409999999
CsOPiv,P(fur)3,DMAc,0.1,90,21.46,0.12502765
CsOPiv,PPh2Me,DMAc,0.1,90,0.0,0.113724178
CsOPiv,GorlosPhos HBF4,DMAc,0.1,90,13.78,0.124818922
CsOPiv,JackiePhos,DMAc,0.1,90,1.26,0.44238878
CsOPiv,CgMe-PPh,DMAc,0.1,90,75.28,0.144354403
CsOPiv,PPhMe2,DMAc,0.1,90,0.0,0.114980007
KOAc,P(fur)3,BuCN,0.1,90,2.55,0.05643395
KOAc,PPh2Me,BuCN,0.1,90,0.0,0.045172764
KOAc,GorlosPhos HBF4,BuCN,0.1,90,3.89,0.056257651
KOAc,JackiePhos,BuCN,0.1,90,19.97,0.373987066
KOAc,CgMe-PPh,BuCN,0.1,90,16.04,0.075709131
KOAc,PPhMe2,BuCN,0.1,90,0.0,0.046428592
KOPiv,P(fur)3,BuCN,0.1,90,26.88,0.055526461
KOPiv,PPh2Me,BuCN,0.1,90,0.0,0.044078464
KOPiv,GorlosPhos HBF4,BuCN,0.1,90,0.0,0.055133483
KOPiv,JackiePhos,BuCN,0.1,90,0.0,0.372739433
KOPiv,CgMe-PPh,BuCN,0.1,90,57.18,0.074930712
KOPiv,PPhMe2,BuCN,0.1,90,0.0,0.045334292
CsOAc,P(fur)3,BuCN,0.1,90,26.28,0.1021166
CsOAc,PPh2Me,BuCN,0.1,90,0.0,0.09067321
CsOAc,GorlosPhos HBF4,BuCN,0.1,90,18.59,0.101870967
CsOAc,JackiePhos,BuCN,0.1,90,32.14,0.419580956
CsOAc,CgMe-PPh,BuCN,0.1,90,57.95,0.12153137
CsOAc,PPhMe2,BuCN,0.1,90,0.0,0.091929038
CsOPiv,P(fur)3,BuCN,0.1,90,31.38,0.143029025
CsOPiv,PPh2Me,BuCN,0.1,90,0.0,0.131546476
CsOPiv,GorlosPhos HBF4,BuCN,0.1,90,24.25,0.142787691
CsOPiv,JackiePhos,BuCN,0.1,90,13.01,0.460307338
CsOPiv,CgMe-PPh,BuCN,0.1,90,37.4,0.162246849
CsOPiv,PPhMe2,BuCN,0.1,90,0.0,0.132802304
KOAc,P(fur)3,BuOAc,0.1,90,5.5,0.050339628
KOAc,PPh2Me,BuOAc,0.1,90,0.0,0.039067086
KOAc,GorlosPhos HBF4,BuOAc,0.1,90,0.79,0.050126549
KOAc,JackiePhos,BuOAc,0.1,90,4.43,0.367752972
KOAc,CgMe-PPh,BuOAc,0.1,90,14.83,0.069563708
KOAc,PPhMe2,BuOAc,0.1,90,0.0,0.040322914
KOPiv,P(fur)3,BuOAc,0.1,90,25.0,0.049355008
KOPiv,PPh2Me,BuOAc,0.1,90,0.0,0.037972786
KOPiv,GorlosPhos HBF4,BuOAc,0.1,90,8.16,0.049073702
KOPiv,JackiePhos,BuOAc,0.1,90,0.0,0.366633755
KOPiv,CgMe-PPh,BuOAc,0.1,90,21.51,0.06850698
KOPiv,PPhMe2,BuOAc,0.1,90,0.0,0.039228614
CsOAc,P(fur)3,BuOAc,0.1,90,16.28,0.095900707
CsOAc,PPh2Me,BuOAc,0.1,90,0.0,0.0845675319999999
CsOAc,GorlosPhos HBF4,BuOAc,0.1,90,2.67,0.095637569
CsOAc,JackiePhos,BuOAc,0.1,90,2.69,0.413243632
CsOAc,CgMe-PPh,BuOAc,0.1,90,24.59,0.11511905
CsOAc,PPhMe2,BuOAc,0.1,90,0.0,0.08582336
CsOPiv,P(fur)3,BuOAc,0.1,90,14.58,0.136764412
CsOPiv,PPh2Me,BuOAc,0.1,90,0.0,0.125440798
CsOPiv,GorlosPhos HBF4,BuOAc,0.1,90,8.88,0.136545764
CsOPiv,JackiePhos,BuOAc,0.1,90,2.21,0.454114198
CsOPiv,CgMe-PPh,BuOAc,0.1,90,17.93,0.155954856
CsOPiv,PPhMe2,BuOAc,0.1,90,0.0,0.126696626
KOAc,P(fur)3,p-Xylene,0.1,90,3.63,0.040931831
KOAc,PPh2Me,p-Xylene,0.1,90,0.0,0.029676975
KOAc,GorlosPhos HBF4,p-Xylene,0.1,90,0.7,0.040734549
KOAc,JackiePhos,p-Xylene,0.1,90,4.95,0.358356011
KOAc,CgMe-PPh,p-Xylene,0.1,90,11.95,0.060133799
KOAc,PPhMe2,p-Xylene,0.1,90,0.0,0.030932803
KOPiv,P(fur)3,p-Xylene,0.1,90,20.46,0.039898956
KOPiv,PPh2Me,p-Xylene,0.1,90,0.0,0.028582675
KOPiv,GorlosPhos HBF4,p-Xylene,0.1,90,4.73,0.039654958
KOPiv,JackiePhos,p-Xylene,0.1,90,8.98,0.357276419
KOPiv,CgMe-PPh,p-Xylene,0.1,90,18.9,0.059064865
KOPiv,PPhMe2,p-Xylene,0.1,90,0.0,0.029838504
CsOAc,P(fur)3,p-Xylene,0.1,90,20.22,0.086492826
CsOAc,PPh2Me,p-Xylene,0.1,90,0.0,0.075177421
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,90,3.17,0.08624401
CsOAc,JackiePhos,p-Xylene,0.1,90,5.5,0.403858464
CsOAc,CgMe-PPh,p-Xylene,0.1,90,23.05,0.105674757
CsOAc,PPhMe2,p-Xylene,0.1,90,0.0,0.07643325
CsOPiv,P(fur)3,p-Xylene,0.1,90,9.6,0.127327332
CsOPiv,PPh2Me,p-Xylene,0.1,90,0.0,0.116050687
CsOPiv,GorlosPhos HBF4,p-Xylene,0.1,90,2.99,0.127116619
CsOPiv,JackiePhos,p-Xylene,0.1,90,7.8,0.444740125
CsOPiv,CgMe-PPh,p-Xylene,0.1,90,8.21,0.146493861
CsOPiv,PPhMe2,p-Xylene,0.1,90,0.0,0.117306516
KOAc,P(fur)3,DMAc,0.1,105,41.9,0.038712862
KOAc,PPh2Me,DMAc,0.1,105,8.23,0.027374191
KOAc,GorlosPhos HBF4,DMAc,0.1,105,13.11,0.038443279
KOAc,JackiePhos,DMAc,0.1,105,75.22,0.3562282779999999
KOAc,CgMe-PPh,DMAc,0.1,105,80.38,0.057995393
KOAc,PPhMe2,DMAc,0.1,105,0.0,0.028606294
KOPiv,P(fur)3,DMAc,0.1,105,73.59,0.037709917
KOPiv,PPh2Me,DMAc,0.1,105,8.85,0.026281679
KOPiv,GorlosPhos HBF4,DMAc,0.1,105,38.15,0.037421164
KOPiv,JackiePhos,DMAc,0.1,105,50.54,0.355062831
KOPiv,CgMe-PPh,DMAc,0.1,105,89.76,0.056928134
KOPiv,PPhMe2,DMAc,0.1,105,0.0,0.027511995
CsOAc,P(fur)3,DMAc,0.1,105,45.21,0.08422285
CsOAc,PPh2Me,DMAc,0.1,105,9.55,0.072878443
CsOAc,GorlosPhos HBF4,DMAc,0.1,105,19.97,0.083963501
CsOAc,JackiePhos,DMAc,0.1,105,41.0,0.401630076
CsOAc,CgMe-PPh,DMAc,0.1,105,83.25,0.103504113
CsOAc,PPhMe2,DMAc,0.1,105,0.0,0.0741067409999999
CsOPiv,P(fur)3,DMAc,0.1,105,49.4,0.125108195
CsOPiv,PPh2Me,DMAc,0.1,105,4.3,0.113736574
CsOPiv,GorlosPhos HBF4,DMAc,0.1,105,40.43,0.124895748
CsOPiv,JackiePhos,DMAc,0.1,105,0.0,0.442385148
CsOPiv,CgMe-PPh,DMAc,0.1,105,91.11,0.144400038
CsOPiv,PPhMe2,DMAc,0.1,105,0.0,0.114980007
KOAc,P(fur)3,BuCN,0.1,105,9.1,0.056484243
KOAc,PPh2Me,BuCN,0.1,105,0.0,0.045172764
KOAc,GorlosPhos HBF4,BuCN,0.1,105,14.36,0.056338042
KOAc,JackiePhos,BuCN,0.1,105,19.82,0.373985915
KOAc,CgMe-PPh,BuCN,0.1,105,54.67,0.07600574
KOAc,PPhMe2,BuCN,0.1,105,0.0,0.046428592
KOPiv,P(fur)3,BuCN,0.1,105,46.99,0.055680869
KOPiv,PPh2Me,BuCN,0.1,105,0.0,0.044078464
KOPiv,GorlosPhos HBF4,BuCN,0.1,105,43.52,0.055467638
KOPiv,JackiePhos,BuCN,0.1,105,16.82,0.37286858
KOPiv,CgMe-PPh,BuCN,0.1,105,76.68,0.075080437
KOPiv,PPhMe2,BuCN,0.1,105,0.0,0.045334292
CsOAc,P(fur)3,BuCN,0.1,105,16.19,0.102039127
CsOAc,PPh2Me,BuCN,0.1,105,0.0,0.09067321
CsOAc,GorlosPhos HBF4,BuCN,0.1,105,33.34,0.10198422
CsOAc,JackiePhos,BuCN,0.1,105,26.69,0.41953911
CsOAc,CgMe-PPh,BuCN,0.1,105,82.33,0.121718564
CsOAc,PPhMe2,BuCN,0.1,105,0.0,0.091929038
CsOPiv,P(fur)3,BuCN,0.1,105,25.08,0.142980652
CsOPiv,PPh2Me,BuCN,0.1,105,0.0,0.131546476
CsOPiv,GorlosPhos HBF4,BuCN,0.1,105,39.42,0.142904169
CsOPiv,JackiePhos,BuCN,0.1,105,11.95,0.4602992
CsOPiv,CgMe-PPh,BuCN,0.1,105,65.69,0.162464065
CsOPiv,PPhMe2,BuCN,0.1,105,0.0,0.132802304
KOAc,P(fur)3,BuOAc,0.1,105,9.87,0.050364208
KOAc,PPh2Me,BuOAc,0.1,105,0.0,0.039067086
KOAc,GorlosPhos HBF4,BuOAc,0.1,105,2.85,0.050138135
KOAc,JackiePhos,BuOAc,0.1,105,7.74,0.367771589
KOAc,CgMe-PPh,BuOAc,0.1,105,41.35,0.069712871
KOAc,PPhMe2,BuOAc,0.1,105,0.0,0.040322914
KOPiv,P(fur)3,BuOAc,0.1,105,18.21,0.049316817
KOPiv,PPh2Me,BuOAc,0.1,105,0.0,0.037972786
KOPiv,GorlosPhos HBF4,BuOAc,0.1,105,20.21,0.049141478
KOPiv,JackiePhos,BuOAc,0.1,105,5.98,0.36666739
KOPiv,CgMe-PPh,BuOAc,0.1,105,36.23,0.068589774
KOPiv,PPhMe2,BuOAc,0.1,105,0.0,0.039228614
CsOAc,P(fur)3,BuOAc,0.1,105,15.72,0.095897558
CsOAc,PPh2Me,BuOAc,0.1,105,0.0,0.0845675319999999
CsOAc,GorlosPhos HBF4,BuOAc,0.1,105,8.11,0.095668167
CsOAc,JackiePhos,BuOAc,0.1,105,3.08,0.413245825
CsOAc,CgMe-PPh,BuOAc,0.1,105,45.01,0.115233903
CsOAc,PPhMe2,BuOAc,0.1,105,0.0,0.08582336
CsOPiv,P(fur)3,BuOAc,0.1,105,14.51,0.136764018
CsOPiv,PPh2Me,BuOAc,0.1,105,0.0,0.125440798
CsOPiv,GorlosPhos HBF4,BuOAc,0.1,105,20.63,0.136611852
CsOPiv,JackiePhos,BuOAc,0.1,105,2.41,0.454115323
CsOPiv,CgMe-PPh,BuOAc,0.1,105,24.0,0.155988997
CsOPiv,PPhMe2,BuOAc,0.1,105,0.0,0.126696626
KOAc,P(fur)3,p-Xylene,0.1,105,8.45,0.040949423
KOAc,PPh2Me,p-Xylene,0.1,105,0.0,0.029676975
KOAc,GorlosPhos HBF4,p-Xylene,0.1,105,0.83,0.040735024
KOAc,JackiePhos,p-Xylene,0.1,105,5.36,0.358357507
KOAc,CgMe-PPh,p-Xylene,0.1,105,35.6,0.060220115
KOAc,PPhMe2,p-Xylene,0.1,105,0.0,0.030932803
KOPiv,P(fur)3,p-Xylene,0.1,105,19.32,0.039894796
KOPiv,PPh2Me,p-Xylene,0.1,105,0.0,0.028582675
KOPiv,GorlosPhos HBF4,p-Xylene,0.1,105,10.98,0.039677769
KOPiv,JackiePhos,p-Xylene,0.1,105,9.9,0.357279777
KOPiv,CgMe-PPh,p-Xylene,0.1,105,32.37,0.059114027
KOPiv,PPhMe2,p-Xylene,0.1,105,0.0,0.029838504
CsOAc,P(fur)3,p-Xylene,0.1,105,30.29,0.086529579
CsOAc,PPh2Me,p-Xylene,0.1,105,0.0,0.075177421
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,105,14.97,0.0862870769999999
CsOAc,JackiePhos,p-Xylene,0.1,105,7.15,0.403864486
CsOAc,CgMe-PPh,p-Xylene,0.1,105,68.35,0.105840091
CsOAc,PPhMe2,p-Xylene,0.1,105,0.0,0.07643325
CsOPiv,P(fur)3,p-Xylene,0.1,105,10.05,0.127328974
CsOPiv,PPh2Me,p-Xylene,0.1,105,0.0,0.116050687
CsOPiv,GorlosPhos HBF4,p-Xylene,0.1,105,9.89,0.127141803
CsOPiv,JackiePhos,p-Xylene,0.1,105,8.06,0.444741073
CsOPiv,CgMe-PPh,p-Xylene,0.1,105,16.46,0.146523971
CsOPiv,PPhMe2,p-Xylene,0.1,105,0.0,0.117306516
KOAc,P(fur)3,DMAc,0.1,120,60.48,0.038766424
KOAc,PPh2Me,DMAc,0.1,120,10.51,0.027380764
KOAc,GorlosPhos HBF4,DMAc,0.1,120,15.42,0.038449938
KOAc,JackiePhos,DMAc,0.1,120,75.12,0.35622799
KOAc,CgMe-PPh,DMAc,0.1,120,83.22,0.05800358
KOAc,PPhMe2,DMAc,0.1,120,3.59,0.028616644
KOPiv,P(fur)3,DMAc,0.1,120,76.02,0.037716922
KOPiv,PPh2Me,DMAc,0.1,120,30.15,0.026343082
KOPiv,GorlosPhos HBF4,DMAc,0.1,120,49.17,0.037452932
KOPiv,JackiePhos,DMAc,0.1,120,70.26,0.35511968
KOPiv,CgMe-PPh,DMAc,0.1,120,87.59,0.056921878
KOPiv,PPhMe2,DMAc,0.1,120,3.35,0.027521652
CsOAc,P(fur)3,DMAc,0.1,120,29.06,0.084176293
CsOAc,PPh2Me,DMAc,0.1,120,4.61,0.072864202
CsOAc,GorlosPhos HBF4,DMAc,0.1,120,26.78,0.0839831319999999
CsOAc,JackiePhos,DMAc,0.1,120,67.63,0.401706844
CsOAc,CgMe-PPh,DMAc,0.1,120,81.63,0.103499443
CsOAc,PPhMe2,DMAc,0.1,120,19.02,0.074161571
CsOPiv,P(fur)3,DMAc,0.1,120,62.32,0.12514544
CsOPiv,PPh2Me,DMAc,0.1,120,3.7,0.113734844
CsOPiv,GorlosPhos HBF4,DMAc,0.1,120,45.17,0.124909413
CsOPiv,JackiePhos,DMAc,0.1,120,13.46,0.44242395
CsOPiv,CgMe-PPh,DMAc,0.1,120,83.85,0.144379109
CsOPiv,PPhMe2,DMAc,0.1,120,0.0,0.114980007
KOAc,P(fur)3,BuCN,0.1,120,13.89,0.056521021
KOAc,PPh2Me,BuCN,0.1,120,0.0,0.045172764
KOAc,GorlosPhos HBF4,BuCN,0.1,120,22.06,0.056397164
KOAc,JackiePhos,BuCN,0.1,120,20.08,0.373987911
KOAc,CgMe-PPh,BuCN,0.1,120,67.57,0.0761047879999999
KOAc,PPhMe2,BuCN,0.1,120,0.0,0.046428592
KOPiv,P(fur)3,BuCN,0.1,120,40.02,0.055627352
KOPiv,PPh2Me,BuCN,0.1,120,0.0,0.044078464
KOPiv,GorlosPhos HBF4,BuCN,0.1,120,56.45,0.055566917
KOPiv,JackiePhos,BuCN,0.1,120,16.47,0.372865893
KOPiv,CgMe-PPh,BuCN,0.1,120,70.51,0.075033062
KOPiv,PPhMe2,BuCN,0.1,120,0.0,0.045334292
CsOAc,P(fur)3,BuCN,0.1,120,13.75,0.102020392
CsOAc,PPh2Me,BuCN,0.1,120,0.0,0.09067321
CsOAc,GorlosPhos HBF4,BuCN,0.1,120,40.61,0.10204004
CsOAc,JackiePhos,BuCN,0.1,120,23.5,0.419514617
CsOAc,CgMe-PPh,BuCN,0.1,120,88.82,0.121768396
CsOAc,PPhMe2,BuCN,0.1,120,0.0,0.091929038
CsOPiv,P(fur)3,BuCN,0.1,120,37.73,0.143077781
CsOPiv,PPh2Me,BuCN,0.1,120,0.0,0.131546476
CsOPiv,GorlosPhos HBF4,BuCN,0.1,120,48.15,0.1429712
CsOPiv,JackiePhos,BuCN,0.1,120,12.12,0.460300505
CsOPiv,CgMe-PPh,BuCN,0.1,120,71.57,0.162509213
CsOPiv,PPhMe2,BuCN,0.1,120,0.0,0.132802304
KOAc,P(fur)3,BuOAc,0.1,120,21.34,0.050428722
KOAc,PPh2Me,BuOAc,0.1,120,0.0,0.039067086
KOAc,GorlosPhos HBF4,BuOAc,0.1,120,11.31,0.050185719
KOAc,JackiePhos,BuOAc,0.1,120,7.82,0.367772039
KOAc,CgMe-PPh,BuOAc,0.1,120,51.37,0.069769229
KOAc,PPhMe2,BuOAc,0.1,120,0.0,0.040322914
KOPiv,P(fur)3,BuOAc,0.1,120,21.0,0.049332509
KOPiv,PPh2Me,BuOAc,0.1,120,0.31,0.03797453
KOPiv,GorlosPhos HBF4,BuOAc,0.1,120,35.43,0.049227084
KOPiv,JackiePhos,BuOAc,0.1,120,6.73,0.366671609
KOPiv,CgMe-PPh,BuOAc,0.1,120,42.62,0.068625715
KOPiv,PPhMe2,BuOAc,0.1,120,0.0,0.039228614
CsOAc,P(fur)3,BuOAc,0.1,120,14.73,0.095891989
CsOAc,PPh2Me,BuOAc,0.1,120,0.0,0.0845675319999999
CsOAc,GorlosPhos HBF4,BuOAc,0.1,120,29.75,0.095789882
CsOAc,JackiePhos,BuOAc,0.1,120,4.06,0.4132513370000001
CsOAc,CgMe-PPh,BuOAc,0.1,120,57.84,0.115306066
CsOAc,PPhMe2,BuOAc,0.1,120,0.0,0.08582336
CsOPiv,P(fur)3,BuOAc,0.1,120,15.21,0.136767955
CsOPiv,PPh2Me,BuOAc,0.1,120,0.0,0.125440798
CsOPiv,GorlosPhos HBF4,BuOAc,0.1,120,42.04,0.136732274
CsOPiv,JackiePhos,BuOAc,0.1,120,2.48,0.454115716
CsOPiv,CgMe-PPh,BuOAc,0.1,120,26.74,0.156004408
CsOPiv,PPhMe2,BuOAc,0.1,120,0.0,0.126696626
KOAc,P(fur)3,p-Xylene,0.1,120,9.72,0.040954058
KOAc,PPh2Me,p-Xylene,0.1,120,0.0,0.029676975
KOAc,GorlosPhos HBF4,p-Xylene,0.1,120,7.43,0.040759112
KOAc,JackiePhos,p-Xylene,0.1,120,7.03,0.358363602
KOAc,CgMe-PPh,p-Xylene,0.1,120,46.75,0.06026081
KOAc,PPhMe2,p-Xylene,0.1,120,0.0,0.030932803
KOPiv,P(fur)3,p-Xylene,0.1,120,16.71,0.03988527
KOPiv,PPh2Me,p-Xylene,0.1,120,0.0,0.028582675
KOPiv,GorlosPhos HBF4,p-Xylene,0.1,120,21.25,0.039715252
KOPiv,JackiePhos,p-Xylene,0.1,120,11.69,0.35728631
KOPiv,CgMe-PPh,p-Xylene,0.1,120,40.85,0.059144977
KOPiv,PPhMe2,p-Xylene,0.1,120,0.0,0.029838504
CsOAc,P(fur)3,p-Xylene,0.1,120,19.04,0.08648852
CsOAc,PPh2Me,p-Xylene,0.1,120,0.0,0.075177421
CsOAc,GorlosPhos HBF4,p-Xylene,0.1,120,21.42,0.086310618
CsOAc,JackiePhos,p-Xylene,0.1,120,8.31,0.40386872
CsOAc,CgMe-PPh,p-Xylene,0.1,120,62.73,0.105819579
CsOAc,PPhMe2,p-Xylene,0.1,120,0.0,0.07643325
CsOPiv,P(fur)3,p-Xylene,0.1,120,14.75,0.127346128
CsOPiv,PPh2Me,p-Xylene,0.1,120,0.0,0.116050687
CsOPiv,GorlosPhos HBF4,p-Xylene,0.1,120,9.03,0.127138664
CsOPiv,JackiePhos,p-Xylene,0.1,120,8.89,0.444744103
CsOPiv,CgMe-PPh,p-Xylene,0.1,120,20.03,0.146537001
CsOPiv,PPhMe2,p-Xylene,0.1,120,0.0,0.117306516
KOAc,P(fur)3,DMAc,0.057,90,14.53,0.048761592
KOAc,PPh2Me,DMAc,0.057,90,7.3,0.037499142
KOAc,GorlosPhos HBF4,DMAc,0.057,90,3.06,0.048541938
KOAc,JackiePhos,DMAc,0.057,90,72.24,0.366347319
KOAc,CgMe-PPh,DMAc,0.057,90,30.41,0.067978972
KOAc,PPhMe2,DMAc,0.057,90,0.0,0.038733926
KOPiv,P(fur)3,DMAc,0.057,90,26.56,0.047701972
KOPiv,PPh2Me,DMAc,0.057,90,5.02,0.036398269
KOPiv,GorlosPhos HBF4,DMAc,0.057,90,12.98,0.047476236
KOPiv,JackiePhos,DMAc,0.057,90,7.12,0.365065293
KOPiv,CgMe-PPh,DMAc,0.057,90,62.75,0.066977902
KOPiv,PPhMe2,DMAc,0.057,90,0.0,0.037639626
CsOAc,P(fur)3,DMAc,0.057,90,18.38,0.094273137
CsOAc,PPh2Me,DMAc,0.057,90,7.32,0.082999646
CsOAc,GorlosPhos HBF4,DMAc,0.057,90,5.38,0.094049073
CsOAc,JackiePhos,DMAc,0.057,90,40.47,0.411756179
CsOAc,CgMe-PPh,DMAc,0.057,90,38.8,0.113503605
CsOAc,PPhMe2,DMAc,0.057,90,0.0,0.0842343719999999
CsOPiv,P(fur)3,DMAc,0.057,90,21.65,0.135155829
CsOPiv,PPh2Me,DMAc,0.057,90,3.43,0.123861698
CsOPiv,GorlosPhos HBF4,DMAc,0.057,90,11.07,0.134938742
CsOPiv,JackiePhos,DMAc,0.057,90,2.72,0.45252062
CsOPiv,CgMe-PPh,DMAc,0.057,90,65.32,0.154453322
