drug_input,solid_lipid,solid_lipid_input,liquid_lipid_input,surfractant_input,drug_loading,encap_efficiency,particle_diameter
48,Stearic_acid,96,0,0.005,0.1504541065786048,0.4727081685811254,3.444654505450055
48,Stearic_acid,96,0,0.01,0.125590054470904,0.4325578463067945,3.590577001405735
48,Stearic_acid,96,12,0.0,0.0838774875637959,0.2036020656223492,2.5454272779261067
48,Stearic_acid,96,12,0.0025,0.1820559794765743,0.5421437706734925,3.1452401560673486
48,Stearic_acid,96,12,0.005,0.160732855104964,0.4940657655516489,3.475262754062445
48,Stearic_acid,96,12,0.01,0.1255105381163443,0.4398611696320288,3.5922042706456105
48,Stearic_acid,96,24,0.0,0.0600359116877616,0.1604910502871011,1.200716469668668
48,Stearic_acid,96,24,0.0025,0.2018981967587141,0.6464171735334162,3.2959499166217787
48,Stearic_acid,96,24,0.005,0.1718506899212545,0.5188086215875377,3.4870910584623696
48,Stearic_acid,96,24,0.01,0.1336712181690579,0.4550394789146776,3.593855992015715
48,Stearic_acid,96,48,0.0,0.112534863969984,0.2418493518225126,2.798700508843082
48,Stearic_acid,96,48,0.0025,0.1964385353289052,0.6007810146458,2.56957826499162
48,Stearic_acid,96,48,0.005,0.1876883510110483,0.5686065514388903,3.3682331504347847
48,Stearic_acid,96,48,0.01,0.1512592030967616,0.4890908273538435,3.6112651095990023
48,Stearic_acid,72,0,0.0,0.0999047065682984,0.2227999246498723,2.664018638965052
48,Stearic_acid,72,0,0.0025,0.1908619954355117,0.5735116722104461,2.939871176298572
48,Stearic_acid,72,0,0.005,0.1756090954597584,0.5269762805103679,3.466485671881781
48,Stearic_acid,72,0,0.01,0.1359330141933296,0.4475364530921686,3.6005025074778705
48,Stearic_acid,72,12,0.0,0.1113411208804516,0.2363780017168792,2.7911723989827264
48,Stearic_acid,72,12,0.0025,0.1949519516740913,0.5936889688551399,2.712278830467757
48,Stearic_acid,72,12,0.005,0.183876488337766,0.5546081823269388,3.415547196198741
48,Stearic_acid,72,12,0.01,0.1481105948207874,0.479930876131634,3.6022564993940795
48,Stearic_acid,72,24,0.0,0.1252128401604881,0.2571844546977032,2.791777456177175
48,Stearic_acid,72,24,0.0025,0.1972530796308277,0.6062606833706226,2.4816391981328745
48,Stearic_acid,72,24,0.005,0.190162367668818,0.5767940778689437,3.3336331984692165
48,Stearic_acid,72,24,0.01,0.1584767052021135,0.4997525709543015,3.612490645644773
48,Stearic_acid,72,48,0.0,0.0950141570152055,0.2630465724739819,1.895069330973954
48,Stearic_acid,72,48,0.0025,0.184549201319785,0.5659659511336055,2.376104980237477
48,Stearic_acid,72,48,0.005,0.1969712849458834,0.6067260212345708,3.1570675123352947
48,Stearic_acid,72,48,0.01,0.1760244778356834,0.5375245615203812,3.6159952839257823
48,Compritol_888,120,0,0.0,0.044489614296575,0.116414578274945,1.243263823120617
48,Compritol_888,120,0,0.0025,0.18752210370399,0.5770711570701814,1.5450694886741612
48,Compritol_888,120,0,0.005,0.1965361229629199,0.6115442069872339,1.0695435369080393
48,Compritol_888,120,0,0.01,0.1824136826603684,0.5581527437958756,1.7372594521013622
48,Compritol_888,120,12,0.0,0.0518323140171002,0.1312965822863743,1.2455929303963889
48,Compritol_888,120,12,0.0025,0.1814508555056167,0.563332837296731,1.2283616451242247
48,Compritol_888,120,12,0.005,0.1894276194586335,0.5933324998418679,1.2657393233837433
48,Compritol_888,120,12,0.01,0.1916125749636842,0.5946553362904806,1.368216846215783
48,Compritol_888,120,24,0.0,0.0516283360007498,0.1307059815586324,1.2220935175249077
48,Compritol_888,120,24,0.0025,0.1777154071964571,0.5493022185366849,1.2400329920799988
48,Compritol_888,120,24,0.005,0.189691789564936,0.593576220640375,1.258742878046588
48,Compritol_888,120,24,0.01,0.1910636108779026,0.5933948107598062,1.3996263282688246
48,Compritol_888,120,48,0.0,0.0504645166848641,0.1260016371660682,1.2263398547819118
48,Compritol_888,120,48,0.0025,0.1685823147772033,0.5209995220368269,1.2200484297416676
48,Compritol_888,120,48,0.005,0.1902019116321351,0.5942038308316344,1.2768836221548223
48,Compritol_888,120,48,0.01,0.1918417691304562,0.5951504271967597,1.4019197356871584
48,Compritol_888,108,0,0.0,0.0533710852532724,0.1325428457108955,1.2116286119140942
48,Compritol_888,108,0,0.0025,0.1831118592685008,0.5662520808427137,1.2477726301847567
48,Compritol_888,108,0,0.005,0.1905511523443511,0.5943495642121328,1.3008616065774128
48,Compritol_888,108,0,0.01,0.1910924664526751,0.5945976699271956,1.3929402365201606
48,Compritol_888,108,12,0.0,0.0498409526879105,0.1311561668979072,1.4834237223237048
48,Compritol_888,108,12,0.0025,0.1854590235566202,0.5693209836397272,1.4147299635181747
48,Compritol_888,108,12,0.005,0.1968069817176314,0.6127145020888468,1.2756506705134056
48,Compritol_888,108,12,0.01,0.1917752608996699,0.5932355902864467,1.4786684442361806
48,Compritol_888,108,24,0.0,0.05167076720224,0.1284942548420809,1.2300706525317215
48,Compritol_888,108,24,0.0025,0.1761642672347112,0.5428816128154401,1.235504110525921
48,Compritol_888,108,24,0.005,0.1904781741360739,0.5955666014742054,1.2710454859524951
48,Compritol_888,108,24,0.01,0.1918021130808719,0.5937842534405531,1.41913505993145
48,Compritol_888,108,48,0.0,0.0513950915363009,0.1255597235730957,1.2597346831124725
48,Compritol_888,108,48,0.0025,0.1668049669043694,0.5097348724391781,1.221396959305904
48,Compritol_888,108,48,0.005,0.1908227853385467,0.595028607226867,1.2989003457545922
48,Compritol_888,108,48,0.01,0.1917151276778612,0.5959746398064092,1.4470592397909543
48,Compritol_888,96,0,0.0,0.0528792796312554,0.1292717604589062,1.2341566896956109
48,Compritol_888,96,0,0.0025,0.1818132168903392,0.5611887892839645,1.2355429258881427
48,Compritol_888,96,0,0.005,0.1906645142657813,0.5959453863819603,1.2764279958813345
48,Compritol_888,96,0,0.01,0.1922345928591528,0.5959820287357533,1.3988513643726077
48,Compritol_888,96,12,0.0,0.0528204150817221,0.1289595079063718,1.2365966405860371
48,Compritol_888,96,12,0.0025,0.1789439369229395,0.549814617289457,1.2505342401700368
48,Compritol_888,96,12,0.005,0.1913927715207532,0.5957591056906818,1.2842931632738592
48,Compritol_888,96,12,0.01,0.1922688676913061,0.5942817200354246,1.448651675339177
48,Compritol_888,96,24,0.0,0.0529466572236068,0.1397915582726326,1.5985286113240564
48,Compritol_888,96,24,0.0025,0.1744674551434875,0.5284022358076078,1.4204013734366558
48,Compritol_888,96,24,0.005,0.1911426686314604,0.5911810722191707,1.022513599472565
48,Compritol_888,96,24,0.01,0.1887812395955479,0.58197475075315,1.204468183397274
48,Compritol_888,96,48,0.0,0.0540283355588767,0.1292354285580954,1.348429358914072
48,Compritol_888,96,48,0.0025,0.168076342892455,0.5149896441275648,1.2219953345886077
48,Compritol_888,96,48,0.005,0.1918506075572898,0.5984834656224801,1.2915162731052168
48,Compritol_888,96,48,0.01,0.1931396409005776,0.5992720265831344,1.4073997866282482
48,Compritol_888,72,0,0.0,0.0536906809421345,0.1303368191169557,1.2513339551483005
48,Compritol_888,72,0,0.0025,0.1796387465352331,0.5469141611562116,1.2480605067567274
48,Compritol_888,72,0,0.005,0.1924296023891242,0.6010506154280459,1.2945058590060217
48,Compritol_888,72,0,0.01,0.1932797852195146,0.6003459364893845,1.4026939343054212
48,Compritol_888,72,12,0.0,0.0530863807813169,0.1307465482031778,1.2950370296298597
48,Compritol_888,72,12,0.0025,0.1753272294798138,0.5338372687943608,1.2327260881825972
48,Compritol_888,72,12,0.005,0.1927705262285357,0.6010134593617312,1.299250579418818
48,Compritol_888,72,12,0.01,0.1934350404898425,0.600076851274218,1.4409206299223445
48,Compritol_888,72,24,0.0,0.0562680773839338,0.1316162590975796,1.3704393585166472
48,Compritol_888,72,24,0.0025,0.1746497402461858,0.5285380952821805,1.2423500742570874
48,Compritol_888,72,24,0.005,0.1929569304758944,0.6008885775168455,1.2968958472111076
48,Compritol_888,72,24,0.01,0.1939039445966871,0.6010200256092179,1.3976449389910934
48,Compritol_888,72,48,0.0,0.0583020364993043,0.1548221976529078,1.681056019543778
48,Compritol_888,72,48,0.0025,0.1812557112154083,0.5535496516938375,0.8000270650252826
48,Compritol_888,72,48,0.005,0.1988487312933019,0.6210366005892045,1.4784775114183517
48,Compritol_888,72,48,0.01,0.1895282059811668,0.5849915114595298,1.2881761661156854
48,Glyceryl_monostearate,120,0,0.0,0.0667259996338991,0.178867972467917,0.6477740502688316
48,Glyceryl_monostearate,120,0,0.0025,0.0836345386978887,0.2283430645269815,2.736360402537742
48,Glyceryl_monostearate,120,0,0.005,0.081924421619132,0.3255299966523304,2.985967362015857
48,Glyceryl_monostearate,120,0,0.01,0.0741684089976074,0.3785017776590582,3.5620737005988024
48,Glyceryl_monostearate,120,12,0.0,0.0643434521912321,0.175763573295232,1.4555117672043043
48,Glyceryl_monostearate,120,12,0.0025,0.0750773560740785,0.2279961856875174,1.7641460189708236
48,Glyceryl_monostearate,120,12,0.005,0.0814365578271047,0.3145651977153037,3.0252998083291063
48,Glyceryl_monostearate,120,12,0.01,0.075320982274835,0.3820641319761788,3.5510775058476542
48,Glyceryl_monostearate,120,24,0.0,0.0633335278286949,0.1718042719217947,1.4678861820790996
48,Glyceryl_monostearate,120,24,0.0025,0.074156033393741,0.2272425874076211,1.7677689647731163
48,Glyceryl_monostearate,120,24,0.005,0.0805774805267471,0.2998207077152089,2.974472653015158
48,Glyceryl_monostearate,120,24,0.01,0.0757772833754715,0.3859840417065537,3.549808640170466
48,Glyceryl_monostearate,120,48,0.0,0.064291617795257,0.1734729166433948,1.6368811407877142
48,Glyceryl_monostearate,120,48,0.0025,0.0736652465665123,0.227444779834251,1.9891535857840157
48,Glyceryl_monostearate,120,48,0.005,0.0799874507002215,0.2900691900042625,2.9234733208038413
48,Glyceryl_monostearate,120,48,0.01,0.0781642363971262,0.3899493730820784,3.5660601485918715
48,Glyceryl_monostearate,108,0,0.0,0.0650966870992987,0.1768263098614107,1.46097995875581
48,Glyceryl_monostearate,108,0,0.0025,0.0754817422129971,0.2313999346945429,1.7401111509831908
48,Glyceryl_monostearate,108,0,0.005,0.0819478192386502,0.3166150162006117,2.9951488302252023
48,Glyceryl_monostearate,108,0,0.01,0.0754549347545799,0.3842249819120596,3.5515927130249154
48,Glyceryl_monostearate,108,12,0.0,0.0607832229911942,0.1617949674887755,1.5405317646777454
48,Glyceryl_monostearate,108,12,0.0025,0.0935527041431698,0.2588791541270598,2.1064989092349693
48,Glyceryl_monostearate,108,12,0.005,0.0811195614151918,0.3069183307176599,2.9748097255432926
48,Glyceryl_monostearate,108,12,0.01,0.0774506282311355,0.3883036924229261,3.5563680610030626
48,Glyceryl_monostearate,108,24,0.0,0.0641026703738941,0.1760278674456759,1.5968297937188842
48,Glyceryl_monostearate,108,24,0.0025,0.0741332725845149,0.2245702326158468,1.8133410956938096
48,Glyceryl_monostearate,108,24,0.005,0.0808077582339768,0.2942637408341796,2.9340700559426707
48,Glyceryl_monostearate,108,24,0.01,0.0767896629296762,0.3943493744258379,3.564041805870278
48,Glyceryl_monostearate,108,48,0.0,0.0660486522750709,0.1779159130360988,1.6913161666054972
48,Glyceryl_monostearate,108,48,0.0025,0.0750397644693185,0.2326662052744926,2.0625551327079257
48,Glyceryl_monostearate,108,48,0.005,0.0812096351118652,0.2944875217977078,2.977479136949776
48,Glyceryl_monostearate,108,48,0.01,0.0811814467314957,0.3998107863269209,3.555922164208392
48,Glyceryl_monostearate,96,0,0.0,0.0641813300520365,0.1747548205895643,1.494987969675126
48,Glyceryl_monostearate,96,0,0.0025,0.0752470509146073,0.2287018280689765,1.7859772405490009
48,Glyceryl_monostearate,96,0,0.005,0.0818901893127716,0.3098014022257176,2.9510828388792416
48,Glyceryl_monostearate,96,0,0.01,0.0766227598984842,0.392855084104962,3.556234099629317
48,Glyceryl_monostearate,96,12,0.0,0.0643721813848506,0.1771817895608031,1.596482221112829
48,Glyceryl_monostearate,96,12,0.0025,0.0742356023223823,0.2257992076667324,1.8514650839466809
48,Glyceryl_monostearate,96,12,0.005,0.0813693091769311,0.3011498461368162,2.949322345486608
48,Glyceryl_monostearate,96,12,0.01,0.0784533805678489,0.3900616750902271,3.5512748682263124
48,Glyceryl_monostearate,96,24,0.0,0.0625178228057085,0.1668697830648022,1.926462667121893
48,Glyceryl_monostearate,96,24,0.0025,0.0782882725121086,0.2123687309612067,2.321296604504562
48,Glyceryl_monostearate,96,24,0.005,0.0811202305235546,0.2957301041103735,2.920274153231635
48,Glyceryl_monostearate,96,24,0.01,0.0796856611470258,0.3936857581795801,3.55856008021852
48,Glyceryl_monostearate,96,48,0.0,0.0678396403408581,0.1778828144641533,1.722281108273087
48,Glyceryl_monostearate,96,48,0.0025,0.0785991222022338,0.2428369763852657,1.966587537735464
48,Glyceryl_monostearate,96,48,0.005,0.0835083864090946,0.3101506034122723,2.9012747512954857
48,Glyceryl_monostearate,96,48,0.01,0.0817031741533885,0.4120797001366263,3.562543412920802
48,Glyceryl_monostearate,72,0,0.0,0.0668370457862007,0.1781759010886952,1.6677894489842573
48,Glyceryl_monostearate,72,0,0.0025,0.0759680108990149,0.2345014419595238,2.0042773521683417
48,Glyceryl_monostearate,72,0,0.005,0.0820028015600962,0.3035512197989445,2.9475254747854125
48,Glyceryl_monostearate,72,0,0.01,0.0795972270858315,0.3975051920462374,3.5459138610600123
48,Glyceryl_monostearate,72,12,0.0,0.0672170720025306,0.178682148829481,1.7422090303680002
48,Glyceryl_monostearate,72,12,0.0025,0.0773258501379697,0.2380209020229185,2.0905424949214995
48,Glyceryl_monostearate,72,12,0.005,0.083674634208132,0.3085977315038176,2.9857096655489914
48,Glyceryl_monostearate,72,12,0.01,0.0802083439637906,0.4053055676581219,3.5510454048078106
48,Glyceryl_monostearate,72,24,0.0,0.0699440090495534,0.1836998554492628,1.7415046466739887
48,Glyceryl_monostearate,72,24,0.0025,0.0804964953277095,0.2443622344838575,1.8979777356680383
48,Glyceryl_monostearate,72,24,0.005,0.0855458077966529,0.3190865121782984,2.8223611975128837
48,Glyceryl_monostearate,72,24,0.01,0.0820237639649016,0.4132044232585771,3.566626881904756
48,Glyceryl_monostearate,72,48,0.0,0.0779109731133617,0.2113921341493253,2.0576592585838376
48,Glyceryl_monostearate,72,48,0.0025,0.0854190477155194,0.2335748331620606,0.93740504103038
48,Glyceryl_monostearate,72,48,0.005,0.0926329710380599,0.3530341040409285,2.3985121869558075
48,Glyceryl_monostearate,72,48,0.01,0.0890152766496322,0.4346622349710744,3.559119528394876
